ID,Language_ID,Headword,Part_Of_Speech,Abstract_Noun,Agentive_Noun,Alternative_Form,Associated_Phrasemes,Attributive,Contains,Dialectal_Distribution,Diffusive_Form,Entry_IDs,Etymology,Infinitive,MarkedPossession,Morphological_Segmentation,NonPossessed_Form,Phonetic_Form,Plural,Possessed_Plural,Predictable_Dialectal_Variants,Related_Dialectal_Form,Source,Variant_Form
TSE38091,tzh,lok'ib k'ahk'al,n.,,,,,,TSE27171 ; TSE38071,,,,,,,lok' -ib + k'ahk' -al,,,,,"alternancia H: <lok'ib k'ajk'al, lok'ib k'ak'al>",,,"slok'ib k'ahk'al, lok'ib k'aal, lok'ik'al,..."
TSE38101,tzh,lok'ol,n2.,,,,,,TSE38041,Tenejapa,,,,,,lok' -ol,,,,,,,,
TSE38111,tzh,lok'omba,n.,,,,,,,,,,,,-il,lok' -om -ba,,,,,,,,
TSE38121,tzh,lok'tay,t.v.,,,,,,TSE38031,,,,,,,lok' -tay,,,,,alternancia -Y: <lok'ta>,,,
TSE38131,tzh,loktor,n.,,,,,,,,,,del español,,,,,,,,,,,"Petalcingo, Tenejapa <jloktor>"
TSE38141,tzh,lokts'ij,i.v.,,,,,,,"Bachajón, Guaquitepec, Petalcingo",,,,,,lok -ts'ij,,,,,,,,
TSE38151,tzh,lokts'in,t.v.,,,,,,,"Bachajón, Guaquitepec, Petalcingo",,,,,,lok -ts'in,,,,,,,,
TSE38161,tzh,lol,n2.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE38171,tzh,lo'lay,t.v.,,,,,,,"Center (-Tenejapa), South",,,,,,lo'il -ay,,,,,alternancia -Y: <lo'la>,,,
TSE38181,tzh,lole,n.,,,,,,,Bachajón (San Sebastián),,,,,,lol -e,,,,,,Bachajón (San Jerónimo) [tate](TSE58041),,
TSE38191,tzh,lolmamal,n2.,,,,,,,Bachajón,,,,,,lol + mam -al,,,,,,,,
TSE38201,tzh,loloch,n2.,,,,,,,Bachajón (San Jerónimo),,,,,,lol -och,,,,,,,,
TSE38211,tzh,lo'loy,t.v.,,,,,,,"North, Tenejapa",,,,,,lo'il -oy,,,,,,"Center (-Tenejapa), South [lo'lay](TSE38171)",,
TSE38221,tzh,lom,adv.,,,,,,,,,,,,,,,,,,,"Abasolo, Sibakja’, var. Guaquitepec, Sitalá, Tenango <lum>; var. Cancuc <lon>",,
TSE38231,tzh,lom,t.v.,,,,[la slom ta tek'el](TSE34791),,,,,,,,,,,,,,,,,
TSE38241,tzh,lom k'inal,n.,,,,,,TSE30901,Bachajón,,,,,,lom + k'in -al,,,,,,,,
TSE38251,tzh,lomsit,n.,,,,,,,"Oxchuc, Tenejapa",,,,,,lom + sit,,,,,,,,
TSE38252,tzh,lomsit,n2.,,,,,,,"Bachajón, Tenejapa",,,,,,lom + sit,,,,,,,,
TSE38261,tzh,lomol,pos.adj.,lomil,,,,,,,[lomlomtik](TSE38262),,,,,lom -ol,,,lomajtik,,,,,
TSE38262,tzh,lomlomtik,diff.adj.,,,,,,TSE38261,,,,,,,lom -REDUPL:C1VC2 -tik,,,,,,,,
TSE38271,tzh,lomts'ij,i.v.,,,,,,,,,,,,,lom -ts'ij,,,,,alternancia -Vj: <lomts'ej>,,,
TSE38281,tzh,lomts'in,t.v.,,,,,,,,,,,,,lom -ts'in,,,,,,Oxchuc <lomts'an>,,
TSE38291,tzh,lo'ob,n.,,,,,,,Tenango,,,,,,lo' -ob,,,,,,Oxchuc [tsa'tsa'ja'tik](TSE62821),,
TSE38301,tzh,lo'ob,n2.,,,,,,,Amatenango,,,,,,lo' -ob,,,,,,,,
TSE38311,tzh,lop,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE38321,tzh,lop',t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE38331,tzh,lopol,pos.adj.,,,,,,,,,,,,,lop -ol,,,lopajtik,,,,,
TSE38341,tzh,loptsaj,i.v.,,,,,,,Oxchuc,,,,,,lop -tsaj,,,,,,,,
TSE38351,tzh,loptsan,t.v.,,,,,,,Oxchuc,,,,,,lop -tsan,,,,,,,,
TSE38361,tzh,losaj,i.v.,,,,,,,Petalcingo,,,,,,los -aj,,,,,,,,
TSE38371,tzh,losan,t.v.,,,,,,,"Oxchuc, Petalcingo, Tenejapa",,,,,,los -an,,,,,,,,
TSE38381,tzh,losol,pos.adj.,,,,,,,"Oxchuc, Petalcingo, Tenejapa",,,,,,los -ol,,,losajtik,,,,,
TSE38391,tzh,lot,n2.,,,,,,,,,,,,,,-il,,,,,,,
TSE38401,tzh,lot,act.n.,,,,,,,,,TSE38391,,,,,,,,,,,,
TSE38411,tzh,lot,recipr.t.v.,,,,,,,,,,,,,,,,,,,,,
TSE38421,tzh,lot',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE38431,tzh,lotij,i.v.,,,,,,,Tenejapa,,,,,,lot -ij,,,,,,"Cancuc, Oxchuc [lotoj](TSE38471)",,
TSE38441,tzh,lotiy,t.v.,,,,,,,North,,,,,,lot -iy,,,,,alternancia -Y: <loti>,,,
TSE38451,tzh,lotlajan,expr.,,,,,,,,,,,,,lot -lajan,,,,,,,,
TSE38461,tzh,lotlon,expr.,,,,,,,,,,,,,lot -REDUPL:C1on,,,,,alternancia O/U: <lotlun>,,,
TSE38471,tzh,lotoj,i.v.,,,,,,,"Cancuc, Oxchuc",,,,,,lot -oj,,,,,,,,
TSE38481,tzh,lotol,pos.adj.,,,,,,,,,,,,,lot -ol,,,lotajtik,,,,,
TSE38491,tzh,lot'ol,pos.adj.,,,,,,,,,,,,,lot' -ol,,,lot'ajtik,,,,,
TSE38501,tzh,lot'ol,pos.adj.,,,,,,,Petalcingo,,,,,,lot' -ol,,,lot'ajtik,,,,,
TSE38511,tzh,lots,adj.,,,,,,,"Petalcingo, Villa Las Rosas",[lotslotstik](TSE38512),,,,,,,,,,,Bachajón [lotsots](TSE38611),,
TSE38512,tzh,lotslotstik,diff.adj.,,,,,,TSE38511,"Petalcingo, Villa Las Rosas",,,,,,lots -REDUPL:C1VC2 -tik,,,,,,,,
TSE38521,tzh,lots,pred.adj.,,,,,,,Oxchuc,lotslotstik,,,,,,,,,,,,,
TSE38531,tzh,lots,t.v.,,,,,,,Petalcingo,,,,,,,,,,,,Guaquitepec [loch](TSE37631),,
TSE38541,tzh,lots,act.n.,,,,,,,,,TSE38531,,,,,,,,,,,,
TSE38551,tzh,lots',n2.,,,,,,,"Cancuc, Oxchuc, Tenejapa",,,,,,,,,,,,,,
TSE38561,tzh,lots',t.v.,,,,,,,"Oxchuc, Tenejapa",,,,,,,,,,,,,,
TSE38571,tzh,lots'chih,n.,,,,,,,Petalcingo,,,,,,lots' + chih,,,,,,,,
TSE38581,tzh,lots'ob,i.v.,,,,,,,Tenejapa,,,,,,lots' -ob,,,,,,,,
TSE38591,tzh,lotsol,pos.adj.,,,,,,,"Bachajón, Guaquitepec, Oxchuc",,,,,,lots -ol,,,lotsajtik,,,,,
TSE38601,tzh,lots'ol,pos.adj.,,,,,,,,,,,,,lots' -ol,,,lots'ajtik,,,,,
TSE38611,tzh,lotsots,adj.,,,,,,,Bachajón,,,,,,lots -REDUPL:VC2,,,,,,,,
TSE38621,tzh,lotstamba,act.n.,,,,,,TSE38531,Petalcingo,,,,,,lots -tamba,,,,,,,,
TSE38631,tzh,lotstes,t.v.,,,,,,TSE38521,Oxchuc,,,,,,lots -tes,,,,,,,,
TSE38641,tzh,lo'tsuy,n.,,,,,,,Bachajón,,,,,,lo' + tsuy,,,,,,,,
TSE38651,tzh,lo'uk,quant.,,,,,,,Petalcingo,,,,,,lo' -uk,,,,,,,,
TSE38661,tzh,low,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE38671,tzh,lu',n2.,,,,,,,,,,,,,,,,,,,Guaquitepec <lub>,,
TSE38681,tzh,lu',n.,,,,,,,,,,,,,,,,,,,,,
TSE38691,tzh,lub,i.v.,,,,,,,,,,,,,,,,,,,,,
TSE38701,tzh,lubul,pos.adj.,,,,,,,,,,,,,lub -ul,,,lubajtik,,,,,
TSE38711,tzh,luch,act.n.,,,,,,,,,,,,,,,,,,,,,
TSE38721,tzh,luch,n.,,,,,,,,,TSE38711,,,,,,,,,,,,
TSE38731,tzh,luch,t.v.,,,,[la sluch ta tek'el](TSE34801),,,,,,,,,,,,,,,,,
TSE38741,tzh,luchin,adj.,,,,,,,Villa Las Rosas,,,,,,luch -in,,,,,,,,
TSE38751,tzh,luchin,adv.,,,,,,,,,TSE38741,,,,,,,,,,,,
TSE38761,tzh,luchiy,t.v.,,,,,,,Bachajón,,,,,,luch -iy,,,,,alternancia -Y: <luchi>,"Amatenango, Cancuc, Oxchuc [ts'is](TSE64091); Tenejapa, Villa Las Rosas [luch](TSE38731)",,
TSE38771,tzh,luchluchtik,diff.adj.,,,,,,,Tenejapa,,,,,,luch -REDUPL:C1VC2 -tik,,,,,,,,
TSE38781,tzh,luchojel,n./act.n.,,,,,,TSE38731,,,,,,,luch -oj -el,,,,,"alternancia O/U: Guaquitepec, Petalcingo <luchujel>",,,
TSE38791,tzh,luchp'in,t.v.,,,,,,,Villa Las Rosas,,,,,,luch -p'in,,,,,,,,
TSE38801,tzh,luchul,pos.adj.,,,,,,,,,,,,,luch -ul,,,luchajtik,,,Bachajón [lutsul](TSE39291),,
TSE38811,tzh,luhb,i.v.,,,,,,,,,,,,,lub -h-,,,,,alternancia H: <lub>,,,
TSE38821,tzh,luhbaj,i.v.,,,,,,,,,,,,,lub -h- -aj,,,,,alternancia H: <lubaj>,,,
TSE38831,tzh,luhbel,n.,,,,,,TSE38811,,,,,,-al,lub -h- -el,,,,,alternancia H: <lubel>,,,
TSE38841,tzh,luhbentik,diff.adj.,,,,,,TSE38811,,,,,,,lub -h- -en -tik,,,,,alternancia H: <lubentik>,,,
TSE38851,tzh,luhbtes,t.v.,,,,,,TSE38811,,,,,,,lub -h- -tes,,,,,alternancia H: <lubtes>,,,
TSE38861,tzh,luhch,num.clas.,,,,,,TSE38731,,,,,,,luch -h-,,,,,"alternancia H: <lujch, Oxchuc lujch'>",,,
TSE38871,tzh,luhch,n.,,,,,,,,,,,,,luch -h-,,,,,alternancia H: <lujch>,,,
TSE38881,tzh,luhilal,n.,,,,,,,Bachajón,,,,,,luh -il -al,,,,,,,,
TSE38891,tzh,luhk,i.v.,,,,,,TSE39001,,,,,,,luk -h-,,,,,alternancia H: <lujk>,,,
TSE38901,tzh,luhkuch te',n.,,,,,,TSE39001,,,,,,,luk -h- -uch + te'; [te'](TSE58281),,,,,"alternancia H: <lujkuch te', Oxchuc lujk'uch te'>",Bachajón (San Sebastián) <luhk'uch te'>,,
TSE38911,tzh,luhkuchtay,t.v.,,,,,,TSE38901,,,,,,,luk -h- -uch -tay,,,,,"alternancia H, -Y: <lujkuchtay, luhkuchta,...>",Bachajón (San Sebastián) <luhk'uchtay>,,
TSE38921,tzh,luhp,num.clas.,,,,,,TSE39231,,,,,,,lup -h-,,,,,alternancia H: <lujp>,,,
TSE38931,tzh,luht',i.v.,,,,,,TSE39271,,,,,,,lut' -h-,,,,,alternancia H: <lujt'>,,,
TSE38941,tzh,luht'awet,expr.,,,,,,,,,,,,,lut',,,,,alternancia H: <lujt'awet>,,,
TSE38951,tzh,luht'lajan,expr.,,,,,,,,,,,,,luht' -lajan,,,,,alternancia H: <lujt'lajan>,,,
TSE38961,tzh,luht'lon,expr.,,,,,,,,,,,,,luht' -REDUPL:C1on,,,,,"alternancia H, O/U: <luht'lun, lujt'lun,...>",,,
TSE38971,tzh,lu'il ixim,n.,,,,,,TSE19821 ; TSE38681,Center,,,,,,lu' -il + ixim,,,,,,var. Oxchuc [k'ojt'ob](TSE31851) <t'ot' ajan>; Petalcingo [tokal](TSE60741),,
TSE38981,tzh,lujuj,n2.,,,,,,,"Bachajón, Petalcingo",,,,,,,,,,,,Tenejapa <lujub>,,
TSE38991,tzh,luk,n.,,,,,,,,,,,,,,,,,,,Petalcingo [chojam](TSE13871),,
TSE39001,tzh,luk,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39011,tzh,luk te',n.,,,,,,,Oxchuc,,,,,,luk + te',,,,,,,,
TSE39021,tzh,lukba chay,n.,,,,,,,Bachajón,,,,,,luk -bay + chay,,,,,,,,
TSE39031,tzh,lukbay,t.v.,,,,,,,Bachajón,,,,,,luk -bay,,,,,,,,
TSE39041,tzh,lukluk tsuj,n.,,,,,,TSE39001 ; TSE65151,Villa Las Rosas,,,,,,luk -REDUPL:C1VC2 + tsuj,,,,,,,,
TSE39051,tzh,lukul,pos.adj.,,,,,,,,,,,,,luk -ul,,,lukajtik,,,,,
TSE39052,tzh,lukunuk' tsuj,n.,,,,,,TSE39051 ; TSE45981 ; TSE65151,Villa Las Rosas,,,,,,[luk -ul + nuk'] + tsuj,,,,,,,,
TSE39061,tzh,lukum,n.,,,,,,,,,,,,-il,luk -um,,,,,,,,
TSE39071,tzh,lul,n.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE39081,tzh,lul,n.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE39091,tzh,luluw,n.,,,,,,,,,,,,,,,,,,,,,
TSE39101,tzh,luluw sots',n.,,,,,,TSE39091 ; TSE56011,Tenejapa,,,,,,luluw + sots',,,,,,,,
TSE39111,tzh,luluy,n.,,,,,,,"Bachajón, Yajalón",,,,,,,,,,,,,,
TSE39121,tzh,lum,adv.,,,,,,,"Abasolo, Guaquitepec, Sibakja’, Sitalá, Tenango",,,,,,,,,,,,,,
TSE39131,tzh,lum,dem.,,,,,,,,,,,,,,,,,,,,,
TSE39141,tzh,lum,n.,,,,,,,,,TSE03891 ; TSE23741 ; TSE76651,,,-il,,,,,,,,,
TSE39151,tzh,lum,n.,,,,,,,,,,,,,,,,,,,,,
TSE39161,tzh,lum k'inal,n.co.,,,,,,TSE30901,,,,,,,lum + k'in -al,,,,,,,,
TSE39171,tzh,lumal,n2.,,,,,,TSE39141,,,,,,,lum -al,,,,,,,,
TSE39181,tzh,lumalin,n.,,,,,,TSE39171,,,,,,,lum -al -in,,,,,,,,
TSE39191,tzh,lumch'uht,n.,,,xlumch'uht,,,,Bachajón,,,,,,lum + ch'uht ’’,,,,,,,,
TSE39201,tzh,lumil tokal,n.,,,,,,TSE39141 ; TSE60731,Tenejapa,,,,,,lum -il + tokal,,,,,,,,
TSE39211,tzh,lumlumtik,diff.adj.,,,,,,TSE39141,,,,,,,lum -REDUPL:C1VC2 -tik,,,,,,,,
TSE39221,tzh,lumul,pos.adj.,,,,,,,Center,,,,,,lum -ul,,,lumajtik,,,,,
TSE39231,tzh,lup,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39241,tzh,lus,n.,,,,,,,,,,del español,,-il,,,,,,,,,
TSE39251,tzh,lut,n2.,,,,,,,"Oxchuc, Tenejapa",,,,,,,,,,,,,,
TSE39261,tzh,lut,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39271,tzh,lut',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39281,tzh,luts',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39291,tzh,lutsul,pos.adj.,,,,,,,North,,,,,,luts -ul,,,lutsajtik,,,,,
TSE39301,tzh,luts'ul,pos.adj.,,,,,,,,,,,,,luts' -ul,,,luts'ajtik,,,,,
TSE39311,tzh,lutul,pos.adj.,,,,,,,Petalcingo,,,,,,lut -ul,,,lutajtik,,,,,
TSE39321,tzh,lut'ul,pos.adj.,,,,,,,,,,,,,lut' -ul,,,lut'ajtik,,,,,
TSE39331,tzh,luw,t.v.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE39341,tzh,ma,part.,,,,,,,,,,,,,,,,,,,,,
TSE39351,tzh,ma',part.,,,ma,,,,,,,,,,,,,,,,,,
TSE39361,tzh,ma' ilbaj,adv.phr.(neg.+i.v.),,,,,,TSE19261 ; TSE39351,"Cancuc, Guaquitepec, Petalcingo",,,,,,il -baj,,,,,,,,
TSE39371,tzh,ma' k'op ti' sbahel,phr.(neg+n.v.p.+subj.NP),,,,,,TSE03571 ; TSE32461 ; TSE39351,Bachajón,,,,,,,,,,,,,,
TSE39381,tzh,ma xyil uts,phr.(neg.+t.v.+adj.),,,,,,TSE19211 ; TSE39351 ; TSE69061,"Cancuc, Oxchuc, Guaquitepec",,,,,,,,,,,,,,
TSE39391,tzh,ma'alib,n2.,,,,,,,Aguacatenango,,,,,,mam + alib,,,,,,,,
TSE39401,tzh,ma'ba,part.,,,maba,,,TSE03341 ; TSE39351,,,,originalmente 'no hay donde',,,ma' + ba,,,,,,,,
TSE39411,tzh,mach',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39421,tzh,mach'a,prof.,,,,,,,,,,,,,,,,mach'atik,,,,,
TSE39431,tzh,mach'auk,prof.,,,,,,,,,,,,,mach'a -uk,,,,,,"Bachajón, Petalcingo [mach'ayuk](TSE39441)",,
TSE39441,tzh,mach'ayuk,prof.,,,,,,,"Bachajón, Petalcingo",,,,,,mach'a -yuk,,,,,,,,
TSE39451,tzh,machet,expr.,,,machachet,,,,,,,,,,mach -et,,,,,,Bachajón [uchet](TSE68211),,
TSE39461,tzh,machit,n.,,,,,,,,,,del español,,-al,,,,,,,,,
TSE39471,tzh,machit te',n.,,,,,,,Bachajón,,,,,,machit + te',,,,,,,,
TSE39481,tzh,macho,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE39491,tzh,ma'ch'uhumbaj,adj.,,,,,,,,,,,,,ma' + ch'uh -un + baj,,,,,"alternancia H: <ma'ch'umbaj, ma'ch'uumbaj>",,,
TSE39501,tzh,machuk,part./n.v.p.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE39511,tzh,mahk,i.v.,,,,,,TSE39921,,,,,,,mak -h-,,,,,"alternancia H: <majk, Oxchuc majk'>",,,
TSE39521,tzh,mahk',num.clas.,,,,,,TSE39941,,,,,,,mak' -h-,,,,,"alternancia H: <majk', Villa Las Rosas mak'>",,,
TSE39531,tzh,mahk'al te',n.,,,,,,TSE39521 ; TSE58281,,,,,,,mak' -h- -al + te',,,,,alternancia H: <majk'al te'>,,,
TSE39541,tzh,mahkil,n2.,,,,[smahkil chamel](TSE55511); [smahkil tsekel](TSE55521); [smahkil yeh](TSE55531); [smajkil sit](TSE55541),,TSE39921,,,,,,,mak -h- -il,,,,,"alternancia H: <majkil, Oxchuc majk'il>",,,
TSE39551,tzh,mahkub,n2.,,,,,,TSE39921,"North, Tenango, Tenejapa",,,,,,mak -h- -ub,,,,,alternancia H: <majkub>,"Abasolo, Oxchuc, San Pedro Pedernal [majts'ub](TSE39901); Amatenango, Villa Las Rosas [majtsub](TSE39891); Aguacatenango [matsab](TSE40761), Cancuc [majk'ub](TSE39811)",,
TSE39561,tzh,mahl,i.v.,,,,,,TSE40241,,,,,,,mal -h-,,,,,alternancia H: <mal>,,,
TSE39571,tzh,mahlab,act.n.,,,,,,,,,,,,,mal -h- -ab,,,,,alternancia H: <malab>,,,
TSE39581,tzh,mahlib k'ahk'al,n.,,,"smahlib k'ahk'al, malib k'ajk'al, malik'al,...",,,TSE27171 ; TSE39561,,,,,,,mal -h- -ib + k'ahk' -al,,,,,,,,
TSE39591,tzh,mahliy,t.v.,,,,,,,,,,,,,mal -h- -iy,,,,,"alternancia H, -Y: <maliy, mahli,...>",,,
TSE39601,tzh,mahmas,n.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE39611,tzh,mahtan,n2.,,,,,,,,,,,,,,-il; Tenejapa -al,,,,"alternancia H: <majtan, Oxchuc majt'an>",,,
TSE39621,tzh,mahtantes,t.v.,,,,,,TSE39611,,,,,,,mahtan -tes,,,,,"alternancia H: <majtantes, Oxchuc majt'antes>",,,
TSE39631,tzh,mahtas,n.,,,,,,,,,,,,,,,,,,"alternancia H: <majtas, Oxchuc majt'as>",,,
TSE39641,tzh,ma'ich'apastay k'inal,adv.phr.,,,,,,TSE18461 ; TSE30901 ; TSE39351 ; TSE48071,Bachajón,,,,,,[ma' + ich' -a + pas -tay] + k'in -al (?),,,,,,,,
TSE39651,tzh,mail,n.,,,,,,,"Abasolo, Oxchuc, San Pedro Pedernal",,,,,,,,,,,,,,mael
TSE39661,tzh,mail chan,n.,,,mael chan,,,TSE09441 ; TSE39651,"Abasolo, Oxchuc, San Pedro Pedernal",,,,,,mail + chan,,,,,,,,
TSE39671,tzh,jmaj,def.num.clas.,,,,,,,"Center, Guaquitepec",,,,,,,,,,,alternancia J-: <maj>,,,
TSE39681,tzh,maj,num.clas.,,,,,,,,,,,,,,,,,,,,,
TSE39691,tzh,maj,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39701,tzh,maj ak',inc.act.n.,,,,,,,Bachajón,,,,,,maj + ak',,,,,,,,
TSE39711,tzh,maj'ak'tay,t.v.,,,,,,TSE01371 ; TSE39691,Bachajón,,,,,,maj + ak' -tay,,,,,alternancia -Y: <maj'ak'ta>,,,
TSE39721,tzh,majan,n2.,,,,,,,,,TSE19031,,,,,,,,,,,,
TSE39731,tzh,majan,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39741,tzh,juyub,n.,,,,,,,"Cancuc, Tenejapa",,,,,,juy -ub,,,,,,"Bachajón, Petalcingo [majas](TSE39742); Oxchuc <jujte' mats'>; Guaquitepec [nikumats'](TSE44901); var. Petalcingo <juhyib, juhyil>; var. Tenejapa [juy](TSE26621), <jujib, juyib te', juyomats', juyo'ul>",,
TSE39742,tzh,majas,n.,,,,,,,"Bachajón, Petalcingo",,,,,,,,,,,,,,
TSE39751,tzh,majbal,n.,,,,,,,Tenejapa,,TSE39771,,,,maj -bal,,,,,,,,
TSE39761,tzh,majben,n.,,,majbenal,,,,Tenejapa,,,,,,maj -ben,,,,,,,,
TSE39771,tzh,majbenal,n.,,,majbenal k'altik,,,,Tenejapa,,TSE39751,,,,maj -ben -al,,,,,,,,
TSE39781,tzh,majet,expr.,,,majajet,,,,Tenejapa,,,,,,maj -et,,,,,,,,
TSE39791,tzh,majkaj,i.v.,,,,,,,"Center, Guaquitepec",,,,,,mak -j- -aj,,,,,,,,Oxchuc <majk'aj>
TSE39801,tzh,majkajel,n.,,,,,,,"Center, Guaquitepec",,,,,,mak -j- -aj -el,,,,,,,,Oxchuc <majk'ajel>
TSE39811,tzh,majk'ub,n2.,,,,,,,Cancuc,,,,,,,,,,,,,,
TSE39821,tzh,majk'uchil,n2.,,,,,,,Oxchuc,,,,,,mak -j- -uch -il,,,,,,,,
TSE39831,tzh,majmaj k'op,act.n.,,,,,,,,,,,,,maj -REDUPL:C1VC2 + k'op,,,,,,,,
TSE39841,tzh,majmon,expr.,,,,,,,,,,,,,maj -REDUPL:C1on,,,,,alternancia O/U: <majmun>,,,
TSE39851,tzh,majobil,n2.,,,,,,,,,,,,,maj -ob -il,,,,,,var. Guaquitepec [majojib](TSE39861),,
TSE39861,tzh,majojib,n2.,,,,,,TSE39691,,,,,,,maj -oj -ib,,,,,,,,
TSE39871,tzh,majtamba,act.n.,,,,,,TSE39691,,,,,,,maj -tamba,,,,,alternancia -tVmba: <majtomba>,,,
TSE39881,tzh,majtanuy,t.v.,,,,,,,Oxchuc,,,,,,maj + tan -uy,,,,,,Villa Las Rosas <majtaniy>,,
TSE39891,tzh,majtsub,n2.,,,,,,,"Amatenango, Villa Las Rosas",,,,,,,,,,,,,,
TSE39901,tzh,majts'ub,n.,,,,,,,"Abasolo, Oxchuc, San Pedro Pedernal",,,,,,,,,,,,,,
TSE39911,tzh,mak,n.,,,,,,,"Cancuc, Oxchuc, Tenejapa",,TSE00891,,,,,,,,,,,,
TSE39921,tzh,mak,t.v.,,,,[la smakbey sit](TSE34821); [la smak wakax](TSE34811),,,,,TSE40011,,,,,,,,,,,,
TSE39931,tzh,mak,part.,,,,,,,"Cancuc, Tenejapa",,,,,,,,,,,,,,
TSE39941,tzh,mak',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE39951,tzh,mak bej,n.,,,,,,TSE05071 ; TSE39921,Cancuc,,,,,,mak + bej,,,,,,,,
TSE39961,tzh,mak ik',n.,,,,,,TSE18991 ; TSE39921,Cancuc,,,,,,mak + ik' 'tapa viento',,,,,,,,
TSE39971,tzh,makal,adj.,,,,[makal k'inal](TSE39991); [makal xchikin](TSE40001),,TSE39921,,,,,,,mak -al,,,makajtik,,,,,
TSE39981,tzh,mak'al,pos.adj.,,,,,,,,,,,,,mak' -al,,,mak'ajtik,,,,,
TSE39991,tzh,makal k'inal,phr.(n.v.p.+subj.NP),,,,,,TSE39971 ; TSE60731,,,,,,,,,,,,,,,
TSE40001,tzh,makal xchikin,phr.(n.v.p.+subj.NP),,,,,,TSE12181 ; TSE39971,,,,,,,,,,,,,,,
TSE40011,tzh,makbil ants,n2.,,,,,,TSE02371 ; TSE39921,"Bachajón, Guaquitepec, Oxchuc, Petalcingo",,,,,,mak -bil + ants,,,,,,,,
TSE40021,tzh,makem,n2.,,,,,,TSE39921,"Cancuc, San Pedro Pedernal, Tenejapa",,,,,,mak -em,,,,,,,,
TSE40031,tzh,makem,adj.,,,,,,TSE39921,Petalcingo,,,,,,mak -em,,,,,,,,
TSE40041,tzh,maklajan,expr.,,,,,,TSE39921,,,,,,,mak -lajan,,,,,,,,
TSE40051,tzh,mak'lin,t.v.,,,,,,,,,TSE70711,,,,mak' -lin,,,,,,,,
TSE40061,tzh,makliy,t.v.,,,,,,,,,,,,,mak -liy,,,,,alternancia -Y: <makli>,,,
TSE40071,tzh,makmak chux,n2.,,,,,,TSE15701 ; TSE39921,,,,,,,mak -REDUPL:C1VC2 + chux,-il,,,,,,,
TSE40081,tzh,makmak tsa',n.,,,,,,TSE39921 ; TSE61541,,,,,,,mak -REDUPL:C1VC2 + tsa',,,,,,,,makmak tsa'il
TSE40091,tzh,makni'tay,t.v.,,,,,,TSE39921 ; TSE44481,,,,,,,mak + ni' -tay,,,,,,,,
TSE40101,tzh,mako',n.,,,,,,,"Cancuc, Petalcingo, Tenejapa",,,,,,,,,,,,Bachajón <muk'ul pewal>; var. Petalcingo <makob>,,
TSE40111,tzh,makom,n.,,,,,,,"Bachajón, Yajalón",,,,,,,,,,,,,,
TSE40121,tzh,makon,i.v.,,,,,,,"Cancuc, Oxchuc",,,,,,mak -on,,,,,,,,
TSE40131,tzh,makonel,n.,,,,,,TSE40121,"Cancuc, Oxchuc",,,,,,mak -on -el,,,,,,,,
TSE40141,tzh,maksitil,n.,,,,,,TSE39921 ; TSE55241,Tenejapa,,,,,,mak + sit -il,,,,,,,,
TSE40151,tzh,maksitub,i.v.,,,,,,,"Oxchuc, Tenejapa",,,,,,mak + sit -ub,,,,,,,,
TSE40161,tzh,maksitubel,n.,,,,,,TSE40151,,,,,,,mak + sit -ub -el,,,,,,,,
TSE40171,tzh,makte',n.,,,,,,TSE39921 ; TSE58281,,,,,,,mak + te',,,,,,,,
TSE40181,tzh,makte' choj,n.,,,,,,TSE13801 ; TSE40171,Cancuc,,,,,,[mak + te'] + choj,,,,,,,,
TSE40191,tzh,makte' pajch',n.,,,,,,TSE40171 ; TSE47151,"Cancuc, Tenejapa",,,,,,mak + te' + pajch',,,,,,,,
TSE40201,tzh,maktohchil,n2.,,,,,,,Petalcingo,,,,,,mak + t'och -h- -il,,,,,,,,
TSE40211,tzh,makt'ohchin,i.v.,,,,,,,Bachajón,,,,,,mak + t'och -h- -in,,,,,,,,
TSE40221,tzh,makt'ohchinil,n2.,,,,,,TSE40211,Bachajón,,,,,,mak + t'och -h- -in -il,,,,,,Guaquitepec <sulil>; Oxchuc [majk'uchil](TSE39821); Petalcingo [maktohchil](TSE40201),,
TSE40231,tzh,makum,n.,,,,,,,,,,,,-il,,,,,,,"Bachajón, Yajalón [makom](TSE40111)",,
